time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-01 00:00:00+00:00,17,5,62.0,8.0
2024-02-02 00:00:00+00:00,10,7,33.0,6.0
2024-02-03 00:00:00+00:00,5,4,5.0,4.0
2024-02-04 00:00:00+00:00,5,4,,
2024-02-05 00:00:00+00:00,7,6,25.0,5.0
2024-02-06 00:00:00+00:00,72,7,64.0,6.0
2024-02-07 00:00:00+00:00,32,6,37.0,10.0
2024-02-08 00:00:00+00:00,24,6,61.0,7.0
2024-02-09 00:00:00+00:00,19,6,120.0,10.0
2024-02-10 00:00:00+00:00,13,6,17.0,5.0
2024-02-11 00:00:00+00:00,9,5,21.0,3.0
2024-02-12 00:00:00+00:00,13,5,30.0,7.0
2024-02-13 00:00:00+00:00,13,6,47.0,6.0
2024-02-14 00:00:00+00:00,67,9,95.0,12.0
