url_path,views_total,views_unique
/unibas-dmi-hpc/SPH-EXA,44,22
/unibas-dmi-hpc/SPH-EXA/pulls,23,4
/unibas-dmi-hpc/SPH-EXA/pull/352,19,2
/unibas-dmi-hpc/SPH-EXA/pull/415,17,3
/unibas-dmi-hpc/SPH-EXA/tree/github-repo-stats/unibas-dmi-hpc/SPH-EXA,15,4
/unibas-dmi-hpc/SPH-EXA/tree/develop,10,5
/unibas-dmi-hpc/SPH-EXA/tree/develop/physics,10,2
/unibas-dmi-hpc/SPH-EXA/tree/develop/physics/cooling,8,2
/unibas-dmi-hpc/SPH-EXA/tree/develop/physics/cooling/include/cooling,8,1
/unibas-dmi-hpc/SPH-EXA/wiki,7,6
